Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino
07/01/2020,07/31/2020,2020,7.0,By Month,Oregon,Distribution of COVID-19 deaths (%),68.6,0.0,0.0,0.0,0.0,0.0,18.6
07/01/2020,07/31/2020,2020,7.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
07/01/2020,07/31/2020,2020,7.0,By Month,Oregon,Weighted distribution of population (%),69.2,3.9,0.8,7.0,0.6,3.6,14.9
08/01/2020,08/31/2020,2020,8.0,By Month,Oregon,Count of COVID-19 deaths,98.0,0.0,0.0,0.0,0.0,0.0,19.0
08/01/2020,08/31/2020,2020,8.0,By Month,Oregon,Distribution of COVID-19 deaths (%),76.0,0.0,0.0,0.0,0.0,0.0,14.7
08/01/2020,08/31/2020,2020,8.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
08/01/2020,08/31/2020,2020,8.0,By Month,Oregon,Weighted distribution of population (%),70.0,3.3,0.7,7.6,0.5,3.6,14.2
09/01/2020,09/30/2020,2020,9.0,By Month,Oregon,Count of COVID-19 deaths,60.0,0.0,0.0,0.0,0.0,0.0,17.0
09/01/2020,09/30/2020,2020,9.0,By Month,Oregon,Distribution of COVID-19 deaths (%),70.6,0.0,0.0,0.0,0.0,0.0,20.0
09/01/2020,09/30/2020,2020,9.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
09/01/2020,09/30/2020,2020,9.0,By Month,Oregon,Weighted distribution of population (%),70.3,3.8,0.8,7.3,0.6,3.8,13.6
10/01/2020,10/31/2020,2020,10.0,By Month,Oregon,Count of COVID-19 deaths,106.0,0.0,0.0,0.0,0.0,0.0,14.0
10/01/2020,10/31/2020,2020,10.0,By Month,Oregon,Distribution of COVID-19 deaths (%),80.3,0.0,0.0,0.0,0.0,0.0,10.6
10/01/2020,10/31/2020,2020,10.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
10/01/2020,10/31/2020,2020,10.0,By Month,Oregon,Weighted distribution of population (%),69.4,3.8,0.7,7.8,0.6,3.8,14.0
11/01/2020,11/30/2020,2020,11.0,By Month,Oregon,Count of COVID-19 deaths,258.0,0.0,0.0,12.0,0.0,0.0,43.0
11/01/2020,11/30/2020,2020,11.0,By Month,Oregon,Distribution of COVID-19 deaths (%),79.4,0.0,0.0,3.7,0.0,0.0,13.2
11/01/2020,11/30/2020,2020,11.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
11/01/2020,11/30/2020,2020,11.0,By Month,Oregon,Weighted distribution of population (%),70.4,3.9,0.7,7.2,0.6,3.7,13.5
12/01/2020,12/31/2020,2020,12.0,By Month,Oregon,Count of COVID-19 deaths,457.0,11.0,13.0,30.0,0.0,0.0,44.0
12/01/2020,12/31/2020,2020,12.0,By Month,Oregon,Distribution of COVID-19 deaths (%),80.9,1.9,2.3,5.3,0.0,0.0,7.8
12/01/2020,12/31/2020,2020,12.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
12/01/2020,12/31/2020,2020,12.0,By Month,Oregon,Weighted distribution of population (%),70.8,3.8,0.8,6.7,0.6,3.7,13.7
01/01/2021,01/31/2021,2021,1.0,By Month,Oregon,Count of COVID-19 deaths,358.0,0.0,12.0,0.0,0.0,0.0,45.0
01/01/2021,01/31/2021,2021,1.0,By Month,Oregon,Distribution of COVID-19 deaths (%),81.7,0.0,2.7,0.0,0.0,0.0,10.3
01/01/2021,01/31/2021,2021,1.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
01/01/2021,01/31/2021,2021,1.0,By Month,Oregon,Weighted distribution of population (%),71.2,3.4,0.8,6.9,0.5,3.6,13.6
02/01/2021,02/28/2021,2021,2.0,By Month,Oregon,Count of COVID-19 deaths,138.0,0.0,0.0,0.0,0.0,0.0,20.0
02/01/2021,02/28/2021,2021,2.0,By Month,Oregon,Distribution of COVID-19 deaths (%),82.6,0.0,0.0,0.0,0.0,0.0,12.0
02/01/2021,02/28/2021,2021,2.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
02/01/2021,02/28/2021,2021,2.0,By Month,Oregon,Weighted distribution of population (%),71.2,3.7,0.8,6.9,0.5,3.7,13.2
03/01/2021,03/31/2021,2021,3.0,By Month,Oregon,Count of COVID-19 deaths,97.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,Oregon,Distribution of COVID-19 deaths (%),88.2,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2021,03/31/2021,2021,3.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
03/01/2021,03/31/2021,2021,3.0,By Month,Oregon,Weighted distribution of population (%),72.0,3.4,0.8,6.2,0.5,3.6,13.5
04/01/2021,04/24/2021,2021,4.0,By Month,Oregon,Count of COVID-19 deaths,38.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Oregon,Distribution of COVID-19 deaths (%),84.4,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Oregon,Unweighted distribution of population (%),75.1,2.0,1.1,4.7,0.4,3.3,13.4
04/01/2021,04/24/2021,2021,4.0,By Month,Oregon,Weighted distribution of population (%),70.9,3.7,0.8,7.0,0.5,3.7,13.3
01/01/2020,01/31/2020,2020,1.0,By Month,Pennsylvania,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
01/01/2020,01/31/2020,2020,1.0,By Month,Pennsylvania,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Pennsylvania,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
02/01/2020,02/29/2020,2020,2.0,By Month,Pennsylvania,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Pennsylvania,Count of COVID-19 deaths,69.0,24.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),66.3,23.1,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
03/01/2020,03/31/2020,2020,3.0,By Month,Pennsylvania,Weighted distribution of population (%),54.6,24.7,0.2,6.5,0.0,1.9,12.1
04/01/2020,04/30/2020,2020,4.0,By Month,Pennsylvania,Count of COVID-19 deaths,2351.0,847.0,0.0,92.0,0.0,0.0,195.0
04/01/2020,04/30/2020,2020,4.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),67.2,24.2,0.0,2.6,0.0,0.0,5.6
04/01/2020,04/30/2020,2020,4.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
04/01/2020,04/30/2020,2020,4.0,By Month,Pennsylvania,Weighted distribution of population (%),55.9,24.3,0.2,6.5,0.0,1.9,11.2
05/01/2020,05/31/2020,2020,5.0,By Month,Pennsylvania,Count of COVID-19 deaths,1941.0,538.0,0.0,64.0,0.0,0.0,160.0
05/01/2020,05/31/2020,2020,5.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),71.7,19.9,0.0,2.4,0.0,0.0,5.9
05/01/2020,05/31/2020,2020,5.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
05/01/2020,05/31/2020,2020,5.0,By Month,Pennsylvania,Weighted distribution of population (%),58.2,22.2,0.2,6.3,0.0,1.9,11.2
06/01/2020,06/30/2020,2020,6.0,By Month,Pennsylvania,Count of COVID-19 deaths,580.0,165.0,0.0,14.0,0.0,0.0,65.0
06/01/2020,06/30/2020,2020,6.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),70.0,19.9,0.0,1.7,0.0,0.0,7.9
06/01/2020,06/30/2020,2020,6.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
06/01/2020,06/30/2020,2020,6.0,By Month,Pennsylvania,Weighted distribution of population (%),58.9,21.5,0.2,6.2,0.0,1.9,11.3
07/01/2020,07/31/2020,2020,7.0,By Month,Pennsylvania,Count of COVID-19 deaths,393.0,72.0,0.0,0.0,0.0,0.0,27.0
07/01/2020,07/31/2020,2020,7.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),78.9,14.5,0.0,0.0,0.0,0.0,5.4
07/01/2020,07/31/2020,2020,7.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
07/01/2020,07/31/2020,2020,7.0,By Month,Pennsylvania,Weighted distribution of population (%),66.0,17.7,0.1,5.1,0.0,1.9,9.1
08/01/2020,08/31/2020,2020,8.0,By Month,Pennsylvania,Count of COVID-19 deaths,391.0,70.0,0.0,0.0,0.0,0.0,33.0
08/01/2020,08/31/2020,2020,8.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),77.4,13.9,0.0,0.0,0.0,0.0,6.5
08/01/2020,08/31/2020,2020,8.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
08/01/2020,08/31/2020,2020,8.0,By Month,Pennsylvania,Weighted distribution of population (%),65.8,19.0,0.1,5.0,0.0,2.0,8.1
09/01/2020,09/30/2020,2020,9.0,By Month,Pennsylvania,Count of COVID-19 deaths,355.0,41.0,0.0,0.0,0.0,0.0,15.0
09/01/2020,09/30/2020,2020,9.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),85.1,9.8,0.0,0.0,0.0,0.0,3.6
09/01/2020,09/30/2020,2020,9.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
09/01/2020,09/30/2020,2020,9.0,By Month,Pennsylvania,Weighted distribution of population (%),63.5,19.9,0.2,5.2,0.0,1.9,9.2
10/01/2020,10/31/2020,2020,10.0,By Month,Pennsylvania,Count of COVID-19 deaths,634.0,47.0,0.0,12.0,0.0,0.0,29.0
10/01/2020,10/31/2020,2020,10.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),87.8,6.5,0.0,1.7,0.0,0.0,4.0
10/01/2020,10/31/2020,2020,10.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
10/01/2020,10/31/2020,2020,10.0,By Month,Pennsylvania,Weighted distribution of population (%),66.8,17.7,0.1,4.6,0.0,1.9,8.8
11/01/2020,11/30/2020,2020,11.0,By Month,Pennsylvania,Count of COVID-19 deaths,2250.0,187.0,0.0,44.0,0.0,0.0,76.0
11/01/2020,11/30/2020,2020,11.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),87.8,7.3,0.0,1.7,0.0,0.0,3.0
11/01/2020,11/30/2020,2020,11.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
11/01/2020,11/30/2020,2020,11.0,By Month,Pennsylvania,Weighted distribution of population (%),66.5,18.1,0.1,4.9,0.0,1.9,8.4
12/01/2020,12/31/2020,2020,12.0,By Month,Pennsylvania,Count of COVID-19 deaths,5658.0,564.0,0.0,95.0,0.0,0.0,194.0
12/01/2020,12/31/2020,2020,12.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),86.7,8.6,0.0,1.5,0.0,0.0,3.0
12/01/2020,12/31/2020,2020,12.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
12/01/2020,12/31/2020,2020,12.0,By Month,Pennsylvania,Weighted distribution of population (%),68.5,16.7,0.1,4.9,0.0,1.9,7.9
01/01/2021,01/31/2021,2021,1.0,By Month,Pennsylvania,Count of COVID-19 deaths,4200.0,331.0,0.0,81.0,0.0,0.0,160.0
01/01/2021,01/31/2021,2021,1.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),87.8,6.9,0.0,1.7,0.0,0.0,3.3
01/01/2021,01/31/2021,2021,1.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
01/01/2021,01/31/2021,2021,1.0,By Month,Pennsylvania,Weighted distribution of population (%),68.1,16.2,0.1,4.9,0.0,1.9,8.8
02/01/2021,02/28/2021,2021,2.0,By Month,Pennsylvania,Count of COVID-19 deaths,1610.0,172.0,0.0,49.0,0.0,0.0,63.0
02/01/2021,02/28/2021,2021,2.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),84.7,9.1,0.0,2.6,0.0,0.0,3.3
02/01/2021,02/28/2021,2021,2.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
02/01/2021,02/28/2021,2021,2.0,By Month,Pennsylvania,Weighted distribution of population (%),66.0,17.6,0.1,5.2,0.0,1.9,9.1
03/01/2021,03/31/2021,2021,3.0,By Month,Pennsylvania,Count of COVID-19 deaths,779.0,122.0,0.0,25.0,0.0,0.0,43.0
03/01/2021,03/31/2021,2021,3.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),80.1,12.6,0.0,2.6,0.0,0.0,4.4
03/01/2021,03/31/2021,2021,3.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
03/01/2021,03/31/2021,2021,3.0,By Month,Pennsylvania,Weighted distribution of population (%),62.3,20.5,0.2,5.4,0.0,1.9,9.6
04/01/2021,04/24/2021,2021,4.0,By Month,Pennsylvania,Count of COVID-19 deaths,522.0,98.0,0.0,18.0,0.0,0.0,39.0
04/01/2021,04/24/2021,2021,4.0,By Month,Pennsylvania,Distribution of COVID-19 deaths (%),77.1,14.5,0.0,2.7,0.0,0.0,5.8
04/01/2021,04/24/2021,2021,4.0,By Month,Pennsylvania,Unweighted distribution of population (%),75.7,10.9,0.1,3.7,0.0,1.7,7.8
04/01/2021,04/24/2021,2021,4.0,By Month,Pennsylvania,Weighted distribution of population (%),57.9,23.6,0.2,5.8,0.0,1.9,10.5
01/01/2020,01/31/2020,2020,1.0,By Month,Rhode Island,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
01/01/2020,01/31/2020,2020,1.0,By Month,Rhode Island,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Rhode Island,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
02/01/2020,02/29/2020,2020,2.0,By Month,Rhode Island,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Rhode Island,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
03/01/2020,03/31/2020,2020,3.0,By Month,Rhode Island,Weighted distribution of population (%),60.1,8.9,0.4,4.4,0.1,2.3,23.9
04/01/2020,04/30/2020,2020,4.0,By Month,Rhode Island,Count of COVID-19 deaths,290.0,23.0,0.0,0.0,0.0,0.0,30.0
04/01/2020,04/30/2020,2020,4.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),82.4,6.5,0.0,0.0,0.0,0.0,8.5
04/01/2020,04/30/2020,2020,4.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
04/01/2020,04/30/2020,2020,4.0,By Month,Rhode Island,Weighted distribution of population (%),61.4,8.5,0.4,4.3,0.1,2.3,23.0
05/01/2020,05/31/2020,2020,5.0,By Month,Rhode Island,Count of COVID-19 deaths,402.0,23.0,0.0,0.0,0.0,0.0,33.0
05/01/2020,05/31/2020,2020,5.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),86.1,4.9,0.0,0.0,0.0,0.0,7.1
05/01/2020,05/31/2020,2020,5.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
05/01/2020,05/31/2020,2020,5.0,By Month,Rhode Island,Weighted distribution of population (%),61.6,8.5,0.4,4.3,0.1,2.3,22.9
06/01/2020,06/30/2020,2020,6.0,By Month,Rhode Island,Count of COVID-19 deaths,120.0,0.0,0.0,0.0,0.0,0.0,14.0
06/01/2020,06/30/2020,2020,6.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),81.1,0.0,0.0,0.0,0.0,0.0,9.5
06/01/2020,06/30/2020,2020,6.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
06/01/2020,06/30/2020,2020,6.0,By Month,Rhode Island,Weighted distribution of population (%),61.0,8.6,0.4,4.3,0.1,2.3,23.2
07/01/2020,07/31/2020,2020,7.0,By Month,Rhode Island,Count of COVID-19 deaths,28.0,0.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),70.0,0.0,0.0,0.0,0.0,0.0,0.0
07/01/2020,07/31/2020,2020,7.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
07/01/2020,07/31/2020,2020,7.0,By Month,Rhode Island,Weighted distribution of population (%),60.8,8.7,0.4,4.4,0.1,2.3,23.4
08/01/2020,08/31/2020,2020,8.0,By Month,Rhode Island,Count of COVID-19 deaths,33.0,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),73.3,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2020,08/31/2020,2020,8.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
08/01/2020,08/31/2020,2020,8.0,By Month,Rhode Island,Weighted distribution of population (%),61.4,8.5,0.4,4.3,0.1,2.3,23.0
09/01/2020,09/30/2020,2020,9.0,By Month,Rhode Island,Count of COVID-19 deaths,39.0,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),86.7,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2020,09/30/2020,2020,9.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
09/01/2020,09/30/2020,2020,9.0,By Month,Rhode Island,Weighted distribution of population (%),61.4,8.5,0.4,4.3,0.1,2.3,23.0
10/01/2020,10/31/2020,2020,10.0,By Month,Rhode Island,Count of COVID-19 deaths,78.0,0.0,0.0,0.0,0.0,0.0,0.0
10/01/2020,10/31/2020,2020,10.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),80.4,0.0,0.0,0.0,0.0,0.0,0.0
10/01/2020,10/31/2020,2020,10.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
10/01/2020,10/31/2020,2020,10.0,By Month,Rhode Island,Weighted distribution of population (%),60.9,8.6,0.4,4.3,0.1,2.3,23.3
11/01/2020,11/30/2020,2020,11.0,By Month,Rhode Island,Count of COVID-19 deaths,168.0,10.0,0.0,0.0,0.0,0.0,17.0
11/01/2020,11/30/2020,2020,11.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),84.0,5.0,0.0,0.0,0.0,0.0,8.5
11/01/2020,11/30/2020,2020,11.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
11/01/2020,11/30/2020,2020,11.0,By Month,Rhode Island,Weighted distribution of population (%),61.9,8.4,0.4,4.3,0.1,2.3,22.7
12/01/2020,12/31/2020,2020,12.0,By Month,Rhode Island,Count of COVID-19 deaths,443.0,12.0,0.0,11.0,0.0,0.0,42.0
12/01/2020,12/31/2020,2020,12.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),86.9,2.4,0.0,2.2,0.0,0.0,8.2
12/01/2020,12/31/2020,2020,12.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
12/01/2020,12/31/2020,2020,12.0,By Month,Rhode Island,Weighted distribution of population (%),61.6,8.5,0.4,4.3,0.1,2.3,22.8
01/01/2021,01/31/2021,2021,1.0,By Month,Rhode Island,Count of COVID-19 deaths,354.0,17.0,0.0,14.0,0.0,0.0,28.0
01/01/2021,01/31/2021,2021,1.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),85.1,4.1,0.0,3.4,0.0,0.0,6.7
01/01/2021,01/31/2021,2021,1.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
01/01/2021,01/31/2021,2021,1.0,By Month,Rhode Island,Weighted distribution of population (%),62.0,8.4,0.4,4.3,0.1,2.3,22.6
02/01/2021,02/28/2021,2021,2.0,By Month,Rhode Island,Count of COVID-19 deaths,170.0,0.0,0.0,0.0,0.0,0.0,10.0
02/01/2021,02/28/2021,2021,2.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),91.4,0.0,0.0,0.0,0.0,0.0,5.4
02/01/2021,02/28/2021,2021,2.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
02/01/2021,02/28/2021,2021,2.0,By Month,Rhode Island,Weighted distribution of population (%),62.6,8.2,0.4,4.2,0.1,2.2,22.2
03/01/2021,03/31/2021,2021,3.0,By Month,Rhode Island,Count of COVID-19 deaths,60.0,0.0,0.0,0.0,0.0,0.0,10.0
03/01/2021,03/31/2021,2021,3.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),78.9,0.0,0.0,0.0,0.0,0.0,13.2
03/01/2021,03/31/2021,2021,3.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
03/01/2021,03/31/2021,2021,3.0,By Month,Rhode Island,Weighted distribution of population (%),62.4,8.3,0.4,4.3,0.1,2.2,22.3
04/01/2021,04/24/2021,2021,4.0,By Month,Rhode Island,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Rhode Island,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2021,04/24/2021,2021,4.0,By Month,Rhode Island,Unweighted distribution of population (%),71.4,6.1,0.4,3.6,0.1,2.1,16.3
04/01/2021,04/24/2021,2021,4.0,By Month,Rhode Island,Weighted distribution of population (%),63.1,8.1,0.4,4.2,0.1,2.2,21.9
01/01/2020,01/31/2020,2020,1.0,By Month,South Carolina,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,South Carolina,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2020,01/31/2020,2020,1.0,By Month,South Carolina,Unweighted distribution of population (%),63.7,26.4,0.4,1.8,0.1,1.8,6.0
01/01/2020,01/31/2020,2020,1.0,By Month,South Carolina,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,South Carolina,Count of COVID-19 deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,South Carolina,Distribution of COVID-19 deaths (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2020,02/29/2020,2020,2.0,By Month,South Carolina,Unweighted distribution of population (%),63.7,26.4,0.4,1.8,0.1,1.8,6.0
02/01/2020,02/29/2020,2020,2.0,By Month,South Carolina,Weighted distribution of population (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,South Carolina,Count of COVID-19 deaths,16.0,18.0,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,South Carolina,Distribution of COVID-19 deaths (%),47.1,52.9,0.0,0.0,0.0,0.0,0.0
03/01/2020,03/31/2020,2020,3.0,By Month,South Carolina,Unweighted distribution of population (%),63.7,26.4,0.4,1.8,0.1,1.8,6.0
03/01/2020,03/31/2020,2020,3.0,By Month,South Carolina,Weighted distribution of population (%),56.0,33.2,0.3,2.4,0.1,1.9,6.2
04/01/2020,04/30/2020,2020,4.0,By Month,South Carolina,Count of COVID-19 deaths,101.0,130.0,0.0,0.0,0.0,0.0,0.0
04/01/2020,04/30/2020,2020,4.0,By Month,South Carolina,Distribution of COVID-19 deaths (%),42.8,55.1,0.0,0.0,0.0,0.0,0.0
04/01/2020,04/30/2020,2020,4.0,By Month,South Carolina,Unweighted distribution of population (%),63.7,26.4,0.4,1.8,0.1,1.8,6.0
04/01/2020,04/30/2020,2020,4.0,By Month,South Carolina,Weighted distribution of population (%),60.3,28.4,0.3,2.3,0.1,1.8,6.7
05/01/2020,05/31/2020,2020,5.0,By Month,South Carolina,Count of COVID-19 deaths,136.0,146.0,0.0,0.0,0.0,0.0,0.0
05/01/2020,05/31/2020,2020,5.0,By Month,South Carolina,Distribution of COVID-19 deaths (%),46.9,50.3,0.0,0.0,0.0,0.0,0.0
05/01/2020,05/31/2020,2020,5.0,By Month,South Carolina,Unweighted distribution of population (%),63.7,26.4,0.4,1.8,0.1,1.8,6.0
05/01/2020,05/31/2020,2020,5.0,By Month,South Carolina,Weighted distribution of population (%),59.4,30.3,0.3,2.2,0.1,1.8,5.9
06/01/2020,06/30/2020,2020,6.0,By Month,South Carolina,Count of COVID-19 deaths,153.0,114.0,0.0,0.0,0.0,0.0,19.0
