Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Tennessee,Weighted distribution of population (%),51.2,36.3,0.2,3,0,1.8,7.5,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Tennessee,Count of COVID-19 deaths,86,82,,,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Tennessee,Distribution of COVID-19 deaths (%),42.6,40.6,,,0,0,14.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Tennessee,Weighted distribution of population (%),45.5,41.8,0.2,3.1,0,1.7,7.7,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Tennessee,Count of COVID-19 deaths,109,73,0,,0,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Tennessee,Distribution of COVID-19 deaths (%),51.2,34.3,0,,0,0,12.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Tennessee,Weighted distribution of population (%),47.5,39.7,0.2,3,0,1.8,7.7,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Tennessee,Count of COVID-19 deaths,335,195,,,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Tennessee,Distribution of COVID-19 deaths (%),57.6,33.5,,,,0,7.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Tennessee,Weighted distribution of population (%),51.8,35.5,0.2,3,0,1.8,7.6,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Tennessee,Count of COVID-19 deaths,523,189,,,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Tennessee,Distribution of COVID-19 deaths (%),70.7,25.5,,,0,0,3.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Tennessee,Weighted distribution of population (%),53.3,34.4,0.2,2.9,0,1.8,7.3,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Tennessee,Count of COVID-19 deaths,538,136,0,,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Tennessee,Distribution of COVID-19 deaths (%),77,19.5,0,,,,2.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Tennessee,Weighted distribution of population (%),54.5,33.3,0.2,2.9,0,1.8,7.3,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Tennessee,Count of COVID-19 deaths,798,139,,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Tennessee,Distribution of COVID-19 deaths (%),83,14.5,,,,0,2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Tennessee,Weighted distribution of population (%),58.5,29.2,0.2,2.8,0,1.9,7.2,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Tennessee,Count of COVID-19 deaths,1302,246,,,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Tennessee,Distribution of COVID-19 deaths (%),82.2,15.5,,,,,1.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Tennessee,Weighted distribution of population (%),58.5,29.4,0.2,2.8,0,1.9,7.1,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Tennessee,Count of COVID-19 deaths,2193,399,,16,0,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Tennessee,Distribution of COVID-19 deaths (%),82.3,15,,0.6,0,,1.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Tennessee,Weighted distribution of population (%),57.2,30.6,0.2,2.9,0,1.9,7.3,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Tennessee,Count of COVID-19 deaths,2299,387,0,23,0,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Tennessee,Distribution of COVID-19 deaths (%),82.8,13.9,0,0.8,0,,2.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Tennessee,Weighted distribution of population (%),57.4,30.5,0.2,2.8,0,1.9,7.2,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Tennessee,Count of COVID-19 deaths,777,155,0,10,0,0,21,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Tennessee,Distribution of COVID-19 deaths (%),80.7,16.1,0,1,0,0,2.2,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Tennessee,Weighted distribution of population (%),57,30.7,0.2,2.9,0,1.9,7.3,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Tennessee,Count of COVID-19 deaths,414,87,,12,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Tennessee,Distribution of COVID-19 deaths (%),78.6,16.5,,2.3,,,1.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Tennessee,Weighted distribution of population (%),57.2,30,0.2,3,0,1.9,7.6,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Tennessee,Count of COVID-19 deaths,187,45,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Tennessee,Distribution of COVID-19 deaths (%),78.6,18.9,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Tennessee,Unweighted distribution of population (%),73.5,16.7,0.3,1.9,0.1,1.8,5.7,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Tennessee,Weighted distribution of population (%),59.1,27.8,0.2,3.1,0,2,7.9,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Texas,Count of COVID-19 deaths,22094,5422,93,1114,31,63,23927,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Texas,Distribution of COVID-19 deaths (%),41.9,10.3,0.2,2.1,0.1,0.1,45.3,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Texas,Weighted distribution of population (%),31.4,15.4,0.2,5.9,0.1,1.5,45.5,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Texas,Count of COVID-19 deaths,12994,3453,64,627,20,36,16223,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Texas,Distribution of COVID-19 deaths (%),38.9,10.3,0.2,1.9,0.1,0.1,48.5,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Texas,Weighted distribution of population (%),30.8,15.1,0.2,5.8,0.1,1.4,46.6,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Texas,Count of COVID-19 deaths,9100,1969,29,487,11,27,7704,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Texas,Distribution of COVID-19 deaths (%),47.1,10.2,0.1,2.5,0.1,0.1,39.8,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Texas,Weighted distribution of population (%),32.4,15.9,0.2,6.1,0.1,1.5,43.7,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Texas,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Texas,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Texas,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Texas,Count of COVID-19 deaths,0,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Texas,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Texas,Weighted distribution of population (%),5.9,0.4,0.1,0.9,0,0.2,92.5,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Texas,Count of COVID-19 deaths,44,28,0,,0,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Texas,Distribution of COVID-19 deaths (%),44.9,28.6,0,,0,,24.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Texas,Weighted distribution of population (%),32.1,17.7,0.2,6.8,0.1,1.5,41.6,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Texas,Count of COVID-19 deaths,399,227,,23,,,273,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Texas,Distribution of COVID-19 deaths (%),42.9,24.4,,2.5,,,29.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Texas,Weighted distribution of population (%),32.6,17,0.2,6.6,0.1,1.5,42,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Texas,Count of COVID-19 deaths,359,182,0,30,,,388,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Texas,Distribution of COVID-19 deaths (%),37.2,18.9,0,3.1,,,40.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Texas,Weighted distribution of population (%),32.3,17.1,0.2,6.4,0.1,1.5,42.3,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Texas,Count of COVID-19 deaths,396,226,,53,,,748,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Texas,Distribution of COVID-19 deaths (%),27.7,15.8,,3.7,,,52.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Texas,Weighted distribution of population (%),30.3,16.8,0.2,6.3,0.1,1.4,44.8,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Texas,Count of COVID-19 deaths,1912,698,11,115,,,4216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Texas,Distribution of COVID-19 deaths (%),27.5,10,0.2,1.7,,,60.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Texas,Weighted distribution of population (%),28.6,14.6,0.2,5.7,0.1,1.4,49.5,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Texas,Count of COVID-19 deaths,1574,453,,73,,,3018,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Texas,Distribution of COVID-19 deaths (%),30.6,8.8,,1.4,,,58.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Texas,Weighted distribution of population (%),29.3,14.4,0.2,5.6,0.1,1.4,49,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Texas,Count of COVID-19 deaths,843,213,,44,,,1224,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Texas,Distribution of COVID-19 deaths (%),36.1,9.1,,1.9,,,52.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Texas,Weighted distribution of population (%),30.6,14.9,0.2,5.8,0.1,1.4,47,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Texas,Count of COVID-19 deaths,1233,267,,53,,,1299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Texas,Distribution of COVID-19 deaths (%),43.1,9.3,,1.9,,,45.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Texas,Weighted distribution of population (%),31.7,15,0.3,5.6,0.1,1.5,46,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Texas,Count of COVID-19 deaths,2364,432,,78,0,,2314,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Texas,Distribution of COVID-19 deaths (%),45.4,8.3,,1.5,0,,44.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Texas,Weighted distribution of population (%),31.8,14.2,0.3,5.4,0.1,1.5,46.8,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Texas,Count of COVID-19 deaths,3870,727,15,157,,15,2718,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Texas,Distribution of COVID-19 deaths (%),51.5,9.7,0.2,2.1,,0.2,36.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Texas,Weighted distribution of population (%),33.4,15.7,0.3,6,0.1,1.5,43.1,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Texas,Count of COVID-19 deaths,5394,1003,19,246,,13,3917,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Texas,Distribution of COVID-19 deaths (%),50.9,9.5,0.2,2.3,,0.1,36.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Texas,Weighted distribution of population (%),33,15.8,0.3,6.1,0.1,1.5,43.3,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Texas,Count of COVID-19 deaths,2413,632,,158,,,2467,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Texas,Distribution of COVID-19 deaths (%),42.4,11.1,,2.8,,,43.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Texas,Weighted distribution of population (%),31.9,15.9,0.2,6.1,0.1,1.5,44.2,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Texas,Count of COVID-19 deaths,1060,265,,62,,,1078,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Texas,Distribution of COVID-19 deaths (%),42.8,10.7,,2.5,,,43.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Texas,Weighted distribution of population (%),31.6,16.2,0.2,6.2,0.1,1.5,44.2,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Texas,Count of COVID-19 deaths,233,69,0,21,0,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Texas,Distribution of COVID-19 deaths (%),41.2,12.2,0,3.7,0,,42.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Texas,Unweighted distribution of population (%),41.2,12.1,0.3,5,0.1,1.5,39.7,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Texas,Weighted distribution of population (%),31.3,16.6,0.2,6.4,0.1,1.5,43.9,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Utah,Count of COVID-19 deaths,1721,19,92,72,75,13,368,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Utah,Distribution of COVID-19 deaths (%),72.9,0.8,3.9,3.1,3.2,0.6,15.6,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Utah,Weighted distribution of population (%),73.1,1.6,0.6,3.7,1.4,2.3,17.3,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Utah,Count of COVID-19 deaths,1156,15,71,46,55,11,276,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Utah,Distribution of COVID-19 deaths (%),70.9,0.9,4.4,2.8,3.4,0.7,16.9,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Utah,Weighted distribution of population (%),72.8,1.6,0.6,3.8,1.4,2.3,17.4,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Utah,Count of COVID-19 deaths,565,,21,26,20,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Utah,Distribution of COVID-19 deaths (%),77.4,,2.9,3.6,2.7,,12.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Utah,Weighted distribution of population (%),74.1,1.5,0.6,3.5,1.3,2.3,16.7,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Utah,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Utah,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Utah,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Utah,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Utah,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Utah,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Utah,Count of COVID-19 deaths,,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Utah,Distribution of COVID-19 deaths (%),,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Utah,Weighted distribution of population (%),71.2,1.8,0.6,4.2,1.5,2.3,18.3,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Utah,Count of COVID-19 deaths,27,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Utah,Distribution of COVID-19 deaths (%),61.4,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Utah,Weighted distribution of population (%),72.1,1.6,0.6,4,1.5,2.3,17.8,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Utah,Count of COVID-19 deaths,40,0,,,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Utah,Distribution of COVID-19 deaths (%),57.1,0,,,,0,28.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Utah,Weighted distribution of population (%),71.5,1.7,0.6,4.1,1.5,2.3,18.2,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Utah,Count of COVID-19 deaths,36,,,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Utah,Distribution of COVID-19 deaths (%),52.9,,,,,0,27.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Utah,Unweighted distribution of population (%),77.8,1.2,0.9,2.5,1,2.1,14.4,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Utah,Weighted distribution of population (%),71.6,1.7,0.7,4,1.5,2.3,18.1,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Utah,Count of COVID-19 deaths,79,,17,,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
